Date,S&P Comp. P,Dividend,Earnings,CPI,Date Fraction,GS10,Real Price,Real Dividend,Real Total Returns Price,Real Earnings,Real TR Scaled Earnings,CAPE10,TR CAPE,ECY10,Monthly Total Bond Returns,Real Total Bond Returns,10 Year Annualized Stock Real Return,10 Year Annualized Bonds Real Return,Real 10 Year Excess Annualized Returns,5yr_annualized_return,5yr_inflation_factor,RF,5yr_annualized_RF,5yr_excess_return,AAA,BAA,CAPE3,CAPE5,CAPE7,DFY,DFY_delta_3m,DFY_delta_12m,DFY_ma_12m,DFY_vol_12m,EY_CAPE3,EY_CAPE5,EY_CAPE7,EY_CAPE10,infl_10y_pct,ECY3,ECY5,ECY7,infl_1m,infl_yoy,infl_trend_5y,infl_gap,infl_vol_12m,rf_ann_pct,real_rf,term_spread
1871-01-01,4.44,0.26,0.4,12.46406116,1871.0416666666667,5.32,115.20762065965347,6.746392200790518,115.20762065965347,10.379064924293104,10.379064924293104,,,,1.0041769357097787,1.0,0.13060944596425705,0.09250367635209922,0.038105769612157836,9.725331789838698,0.8702280156333893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871-02-01,4.5,0.26,0.4,12.84464132,1871.125,5.323333333333333,113.30480849892665,6.546500046604651,113.85035016947704,10.071538533237923,10.120031126175736,,,,1.0041797523411402,0.974423686137471,0.1308584817139513,0.09463463434450947,0.03622384736944184,10.40178007755621,0.8444436041286049,,,,,,,,,,,,,,,,,,,,,,0.030534201903739566,,,,,,,
1871-03-01,4.61,0.26,0.4,13.0349719,1871.2083333333333,5.326666666666667,114.37961615398652,6.450911106298588,115.47049707841275,9.924478625074752,10.019132067541237,,,,1.0041825689642252,0.9642089857885741,0.1309508729293518,0.0961859956344644,0.03476487729488742,10.163192771086704,0.8321134324808172,,,,,,,,,,,,,,,,,,,,,,0.014817897616467013,,,,,,,
1871-04-01,4.74,0.26,0.4,12.55922645,1871.2916666666665,5.33,122.05997010269692,6.695272621666919,123.78736207869976,10.300419417949106,10.446190892717278,,,,1.0041853855790357,1.004919008380089,0.12205603761969908,0.09097190623902263,0.03108413138067645,8.123921585137616,0.8560631463094607,,,,,,,,,,,,,,,,,,,,,,-0.03649761991431677,,,,,,,
1871-05-01,4.86,0.26,0.4,12.27381157,1871.3749999999998,5.333333333333334,128.0603328506208,6.850964308880947,130.45163518440373,10.539945090586071,10.736760097481785,,,,1.0041882021855737,1.0325911467539233,0.12263809890224753,0.08948843719041011,0.03314966171183742,7.09094682883098,0.8449625188436879,,,,,,,,,,,,,,,,,,,,,,-0.022725514277195047,,,,,,,
1871-06-01,4.82,0.26,0.4,12.08348099,1871.458333333333,5.336666666666667,129.00685376093767,6.958875929013235,132.0065657762582,10.705962967712669,10.954901724170805,,,,1.0041910187838414,1.0532486237736511,0.12309279994112088,0.08772491101954372,0.03536788892157716,7.409877791349451,0.8346448253070823,,,,,,,,,,,,,,,,,,,,,,-0.015507047579678579,,,,,,,
1871-07-01,4.73,0.26,0.4,12.08348099,1871.5416666666663,5.34,126.59801209320233,6.958875929013235,130.13510339837904,10.705962967712669,11.005082739820637,,,,1.0041938353738404,1.0576628085399415,0.12002181566560766,0.08658085614998545,0.033440959515622204,7.58695300916572,0.8346448253070823,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
1871-08-01,4.79,0.26,0.4,11.8932314,1871.6249999999995,5.343333333333334,130.2547150894584,7.070193303394402,134.4996173015685,10.877220466760617,11.231700818502588,,,,1.004196651955573,1.0790882870419878,0.11193301028006664,0.08266861094518951,0.029264399334877123,5.913437778842656,0.8559978215844687,,,,,,,,,,,,,,,,,,,,,,-0.01574460125831678,,,,,,,
1871-09-01,4.84,0.26,0.4,12.17864628,1871.7083333333328,5.346666666666668,128.52989519620075,6.904498502275247,133.31271274357866,10.622305388115764,11.017579565585011,,,,1.0041994685290414,1.0582215453478223,0.11002820544053638,0.08104790478423318,0.028980300656303193,4.719136645205535,0.843751038805932,,,,,,,,,,,,,,,,,,,,,,0.023998093571104828,,,,,,,
1871-10-01,4.59,0.26,0.4,12.36889587,1871.791666666666,5.3500000000000005,120.01611405755979,6.798298399774629,125.06972545357475,10.45892061503789,10.899322479614357,,,,1.0042022850942474,1.046320345645266,0.11476525767910162,0.08165265212472672,0.033112605554374896,5.704652973736368,0.8461543495878747,,,,,,,,,,,,,,,,,,,,,,0.015621571201425821,,,,,,,
1871-11-01,4.64,0.26,0.4,12.36889587,1871.8749999999993,5.3533333333333335,121.32347913443952,6.798298399774629,127.02252073117232,10.45892061503789,10.950217304411408,,,,1.004205101651193,1.050717282037579,0.11526991934606401,0.08259325022901964,0.032676669117044366,4.927799659811005,0.8538482691584015,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
1871-12-01,4.74,0.26,0.4,12.65439174,1871.9583333333326,5.3566666666666665,121.1420379973159,6.644921915464585,127.41231159481462,10.222956793022437,10.752093805469588,,,,1.0042079181998806,1.031330727999685,0.11213517395572437,0.08499917774721588,0.027135996208508484,4.518597769409949,0.8496252629839954,,,,,,,,,,,,,,,,,,,,,,0.023081758711580136,,,,,,,
1872-01-01,4.86,0.2633,0.4025,12.65439174,1872.0416666666658,5.36,124.20892503522263,6.729261309007019,131.22773688207636,10.28685027297883,10.86814076029542,,,,1.0030599998857486,1.0356704833401311,0.10768446401001164,0.0849309891814114,0.02275347482860024,3.5063887882800016,0.8646595367688531,,,,,,,,,,,,,,,,,,,,,,0.0,0.015270350294076973,,,0.02092356737025803,,,
1872-02-01,4.88,0.2667,0.405,12.65439174,1872.124999999999,5.378333333333333,124.72007287487374,6.816156441747711,132.3678791022092,10.35074375293522,10.985448982867775,,,,1.0030764483003818,1.038839634900825,0.10375207603565983,0.0839098290029967,0.01984224703266313,2.7598634322600235,0.842104926016776,,,,,,,,,,,,,,,,,,,,,,0.0,-0.01481159148475153,,,0.018817735612381734,,,
1872-03-01,5.04,0.27,0.4075,12.84464132,1872.2083333333323,5.3966666666666665,126.90138551879784,6.798288509935599,135.28421250321193,10.260379880736133,10.938158054575169,,,,1.0030928953450977,1.0266013661348654,0.10166592292535226,0.08551458849815541,0.01615133442719685,2.3246254339927885,0.7925935739558667,,,,,,,,,,,,,,,,,,,,,,0.015034272994618014,-0.014601533586735327,,,0.018834449794541325,,,
1872-04-01,5.18,0.2733,0.41,13.13013719,1872.2916666666656,5.415000000000001,127.59048978375529,6.731753061370718,136.61687397441753,10.098861160490282,10.81330469681683,,,,1.0031093410217495,1.0073855331848895,0.10007866793276321,0.08688549793064304,0.01319317000212017,0.19142809046859277,0.7970971581295412,,,,,,,,,,,,,,,,,,,,,,0.02222684642470041,0.045457476403731656,,,0.016240690657227524,,,
1872-05-01,5.18,0.2767,0.4125,13.13013719,1872.3749999999989,5.433333333333334,127.59048978375529,6.815499714896736,137.2250124723056,10.16043958220059,10.92766749900117,,,,1.0031257853321864,1.0105178383479383,0.09776066372272174,0.08587668085729061,0.01188398286543113,-0.11437728511585199,0.8115928619630821,,,,,,,,,,,,,,,,,,,,,,0.0,0.06976851608941548,,,0.014037936846646455,,,
1872-06-01,5.13,0.28,0.415,13.0349719,1872.4583333333321,5.451666666666666,127.28143836658369,6.947135037552326,137.51526769823494,10.296646573515055,11.124529453171053,,,,1.003142228278255,1.0210771159167262,0.09647170562254881,0.08408634200547294,0.012385363617075873,-0.3878237104609217,0.7737197254717518,,,,,,,,,,,,,,,,,,,,,,-0.007247851916770354,0.07874311308036419,,,0.013071467540632778,,,
1872-07-01,5.1,0.2833,0.4175,12.84464132,1872.5416666666654,5.470000000000001,128.41211629878353,7.1331671661657605,139.3790803976405,10.512168344067083,11.409954130591158,,,,1.0031586698618002,1.0394633320598912,0.10250040147031414,0.08345252066981468,0.01904788080049946,0.15222406093877705,0.7925935739558667,,,,,,,,,,,,,,,,,,,,,,-0.014601533586735327,0.06299180928326176,,,0.01434081009675121,,,
1872-08-01,5.04,0.2867,0.42,12.93980661,1872.6249999999986,5.488333333333333,125.96809435624172,7.165685049987005,137.37446700508238,10.497341196353476,11.447872250423531,,,,1.0031751100846626,1.0350778150153286,0.10684171794485087,0.08324921768267268,0.023592500262178184,2.7201258919715476,0.7573528952454723,,,,,,,,,,,,,,,,,,,,,,0.007408948808233395,0.08799754875701815,,,0.012734697563162258,,,
1872-09-01,4.95,0.29,0.4225,13.0349719,1872.708333333332,5.506666666666667,122.81542298530006,7.195247003179194,134.59022006926077,10.482730547735205,11.48775110692175,,,,1.0031915489486818,1.0307834454158584,0.11370306084803916,0.08699311713523294,0.026709943712806217,4.716523009627016,0.7445228716603524,,,,,,,,,,,,,,,,,,,,,,0.0073544599906505415,0.07031369499632101,,,0.01158457523533067,,,
1872-10-01,4.97,0.2933,0.425,12.74947603,1872.7916666666652,5.5249999999999995,126.07293419100613,7.440078792398814,138.83949070266752,10.780884714522657,11.872592263306577,,,,1.0032079864556935,1.0572289881054313,0.10870071962282002,0.08557233270220443,0.023128386920615585,4.62277247794427,0.7611947885673228,,,,,,,,,,,,,,,,,,,,,,-0.02190230038010288,0.030769129597337352,,,0.013569120160002598,,,
1872-11-01,4.95,0.2967,0.4275,13.13013719,1872.8749999999984,5.543333333333333,121.92527498640709,7.308127088579188,134.94250698859753,10.52991011246243,11.654125603560695,,,,1.0032244226075313,1.029871681217814,0.10855245783606438,0.0897661676855337,0.018786290150530682,5.4235936177748245,0.7246371447852329,,,,,,,,,,,,,,,,,,,,,,0.029857004248981633,0.06154480787944405,,,0.01562765461319487,,,
1872-12-01,5.07,0.3,0.43,12.93980661,1872.9583333333317,5.5616666666666665,126.71790444169555,7.498100854538198,140.93836916258823,10.747277891504751,11.953352808661329,,,,1.0032408574060259,1.0483895674210992,0.10586247483438749,0.08917802028564115,0.01668445454874634,4.54830738413976,0.7352957745633573,,,,,,,,,,,,,,,,,,,,,,-0.014495703833540818,0.02255460996183767,,,0.015461118329987469,,,
1873-01-01,5.11,0.3025,0.4325,12.93980661,1873.041666666665,5.58,127.71765122230065,7.560585028326016,142.75106268444432,10.809762065292569,12.08215941507283,,,,1.0053472215787504,1.051787248515076,0.1043883357395603,0.08914698112495523,0.015241354614605074,5.020370139353436,0.7132323947459676,,,,,,,,,,,,,,,,,,,,,,0.0,0.02255460996183767,,,0.015461118329987469,,,
1873-02-01,5.15,0.305,0.435,13.22522149,1873.1249999999982,5.570833333333334,125.93953445387632,7.458554953093645,141.45835435828513,10.63761116260897,11.948424105991073,,,,1.0053398720295676,1.0345912828835473,0.10236955495561761,0.09024771897101957,0.01212183598459804,5.075028568967688,0.6906504337871774,,,,,,,,,,,,,,,,,,,,,,0.022057120991238577,0.045109220713914766,,,0.016483043610565812,,,
1873-03-01,5.11,0.3075,0.4375,13.22522149,1873.2083333333314,5.561666666666666,124.961363312487,7.519690649430478,141.06350700995498,10.698746858945803,12.07735505222217,,,,1.0053325226495526,1.0401158679370517,0.10559090483294353,0.09103688685262346,0.014554017980320078,6.074942605507649,0.67625894861289,,,,,,,,,,,,,,,,,,,,,,0.0,0.029629489879753113,,,0.01611950259756541,,,
1873-04-01,5.04,0.31,0.44,13.22522149,1873.2916666666647,5.552499999999999,123.24956381505565,7.580826345767313,139.84426926182587,10.759882555282637,12.208626681587974,,,,1.0053251734388198,1.0456623093609851,0.11040916305818338,0.09183813332210611,0.01857102973607727,7.171843404464284,0.6690632060635531,,,,,,,,,,,,,,,,,,,,,,0.0,0.007241683664388265,,,0.014883144669026346,,,
1873-05-01,5.05,0.3125,0.4425,12.93980661,1873.374999999998,5.543333333333333,126.21803105139298,7.810521723477289,143.95093307255718,11.05969876044384,12.613522353387436,,,,1.0053178243974839,1.0744177639884591,0.10688473560051959,0.09026951899961788,0.016615216600901705,7.4179314969327725,0.6617636934683678,,,,,,,,,,,,,,,,,,,,,,-0.021581103969851134,-0.014495703833540818,,,0.016219634460414342,,,
1873-06-01,4.98,0.315,0.445,12.55922645,1873.4583333333312,5.534166666666667,128.2402217534664,8.11158029163492,147.02816404464218,11.45921660246838,13.13805883531441,,,,1.005310475525659,1.1128623698390758,0.10928658872736308,0.08999554254332143,0.01929104618404165,7.990238683495243,0.6666688160559442,,,,,,,,,,,,,,,,,,,,,,-0.02941158020908008,-0.03649761991431677,,,0.018132935132190855,,,
1873-07-01,4.97,0.3175,0.4475,12.55922645,1873.5416666666645,5.525,127.98271126801762,8.175957912997104,147.51407539669734,11.523594223830564,13.282202965799211,,,,1.0053031268234605,1.1187721982175332,0.10995788113977456,0.09195892378348636,0.017998957356288203,8.209238130366181,0.6742396882253844,,,,,,,,,,,,,,,,,,,,,,0.0,-0.022220540292984925,,,0.01776566219866132,,,
1873-08-01,4.97,0.32,0.45,12.55922645,1873.6249999999977,5.515833333333333,127.98271126801762,8.240335534359286,148.30556607622353,11.587971845192746,13.42806936303835,,,,1.005295778291002,1.1247051890712423,0.10477284115871544,0.09171831374615547,0.013054527412559969,7.760731323892367,0.6818170091200162,,,,,,,,,,,,,,,,,,,,,,0.0,-0.02941158020908008,,,0.01754672274736741,,,
1873-09-01,4.59,0.3225,0.4525,12.55922645,1873.708333333331,5.506666666666667,118.19731282096598,8.304713155721467,137.76826164550593,11.652349466554927,13.581729497732342,,,,1.0052884299283993,1.130661378395303,0.11585285902884657,0.09259876333025585,0.023254095698590715,9.895869116500089,0.6818170091200162,,,,,,,,,,,,,,,,,,,,,,0.0,-0.03649761991431677,,,0.01730395742591479,,,
1873-10-01,4.19,0.325,0.455,12.27381157,1873.7916666666642,5.4975000000000005,110.40592482388912,8.563705386101184,129.51859231546547,11.989187540541657,14.064668139268921,,,,1.005281081735767,1.1630722161205505,0.12024919033565884,0.0898512573985164,0.030397932937142436,11.352483666347135,0.689918439574024,,,,,,,,,,,,,,,,,,,,,,-0.022725514277195047,-0.037308549691041804,,,0.017387327322815397,,,
1873-11-01,4.04,0.3275,0.4575,11.8932314,1873.8749999999975,5.488333333333332,109.85992671428222,8.905724257160257,129.74869318419533,12.440820908857456,14.693076022715191,,,,1.0052737337132196,1.2066290414056366,0.12342998034291419,0.08731201737128536,0.036117962971628836,11.597107063832478,0.704000817473374,,,,,,,,,,,,,,,,,,,,,,-0.03100749655715951,-0.09420356939926233,,,0.0157208591868776,,,
1873-12-01,4.42,0.33,0.46,12.17864628,1873.9583333333308,5.479166666666666,117.37647453867919,8.763401945195506,139.48851022814134,12.21565119633313,14.516903779399327,,,,1.0052663858608724,1.1845651757323503,0.11227108128967811,0.08852845532822085,0.023742625961457264,10.468346917944672,0.6718738570671419,,,,,,10.915740027957058,,,,,,,,9.161082963123256,,,,,,,,0.023998093571104828,-0.0588231611909692,,,0.018051119119085454,,,
1874-01-01,4.66,0.33,0.46,12.36889587,1874.041666666664,5.47,121.84642516519143,8.62860950740626,145.65504470895897,12.027758707293575,14.377965786721273,,,,1.007109145660312,1.1724874567369146,0.10468779814198359,0.08998045264656684,0.014707345495416746,10.167996385783717,0.669233489068091,,,,,,11.28337894365317,,,,,,,,8.862593421649583,,,,,,,,0.015621571201425821,-0.04412050019038116,,,0.018975399049976555,,,
1874-02-01,4.8,0.33,0.46,12.36889587,1874.1249999999973,5.4366666666666665,125.5070473804547,8.62860950740626,150.89049964216727,12.027758707293575,14.46033954904103,,,,1.0070852297331554,1.180822840851746,0.10429674065200856,0.08961205036884956,0.014684690283158996,10.014607439751778,0.6769274085577697,,,,,,11.564173524400754,,,,,,,,8.6473970482194,,,,,,,,0.0,-0.06474943505842179,,,0.017255850105673362,,,
1874-03-01,4.73,0.33,0.46,12.36889587,1874.2083333333305,5.403333333333332,123.67673627282308,8.62860950740626,149.55449000991894,12.027758707293575,14.544411290605224,,,,1.0070613220358624,1.1891892419533379,0.10542636932176075,0.08924563509070738,0.016180734231053373,10.195945696139797,0.669233489068091,,,,,,11.334513293695966,,,,,,,,8.822610853138091,,,,,,,,0.0,-0.06474943505842179,,,0.017255850105673362,,,
1874-04-01,4.6,0.33,0.46,12.17864628,1874.2916666666638,5.37,122.15651196333128,8.763401945195506,148.59926432120102,12.21565119633313,14.859926432120105,,,,1.007037422588707,1.2162946727781339,0.10390272399850353,0.08946159627440897,0.01444112772409456,11.402249173545066,0.6718738570671419,,,,,,11.140871248881966,,,,,,,,8.975958680972587,,,,,,,,-0.015381291264763397,-0.07913479640332277,,,0.017386970827406013,,,
1874-05-01,4.48,0.33,0.46,12.08348099,1874.374999999997,5.336666666666667,119.9067852383819,8.832419448362952,146.7579094891708,12.31185741286957,15.068892492191644,,,,1.0070135314120179,1.2345007781010944,0.09894632980300422,0.09056336273159538,0.008382967071408842,12.759516276650062,0.6771653016851397,,,,,,10.886822417679214,,,,,,,,9.185416659098715,,,,,,,,-0.00781411068291582,-0.06617762118161974,,,0.016759188717308186,,,
1874-06-01,4.46,0.33,0.46,11.79806612,1874.4583333333303,5.303333333333334,122.25928218479932,9.046090385870801,150.55985983365107,12.609701750001722,15.528595408851904,,,,1.0069896485261771,1.273233074582096,0.09222672713125979,0.08759934236332301,0.004627384767936782,12.650682288869476,0.6854836271251546,,,,,,11.047372972155692,,,,,,,,9.051925761178211,,,,,,,,-0.02362025232929177,-0.06060566970667214,,,0.016079503234824353,,,
1874-07-01,4.46,0.33,0.46,11.8932314,1874.5416666666636,5.27,121.28100820438088,8.97370688507751,150.27604670701695,12.50880353677471,15.499323202965876,,,,1.006965773951622,1.2718733715616586,0.09426240001379393,0.08929108193502922,0.004971318078764719,12.969696399412832,0.6879975487570182,,,,,,10.909608438518854,,,,,,,,9.166231818818286,,,,,,,,0.00806617618786487,-0.05302834952864477,,,0.01647479233542474,,,
1874-08-01,4.47,0.33,0.46,11.79806612,1874.6249999999968,5.236666666666666,122.53340613588628,9.046090385870801,152.76192342940146,12.609701750001722,15.720466393182257,,,,1.0069419077088448,1.291063571619315,0.09975115768984266,0.08805959345912306,0.011691564230719598,12.855464514829107,0.6935470582021115,,,,,,10.974756419634446,,,,,,,,9.111819540804976,,,,,,,,-0.008001633601444902,-0.06060566970667214,,,0.0164421826623354,,,
1874-09-01,4.54,0.33,0.46,11.79806612,1874.70833333333,5.203333333333333,124.45227379349525,9.046090385870801,156.09397880621728,12.609701750001722,15.81568948256827,,,,1.0069180498183923,1.3000260157797479,0.09567855881152343,0.08889449576664332,0.0067840630448801065,12.498759011115034,0.717738724285095,,,,,,11.09177732210676,,,,,,,,9.015687666276202,,,,,,,,0.0,-0.06060566970667214,,,0.0164421826623354,,,
